waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
e_waste,batteries,0.168,14.322,0.8265,12,0,0.4264,66.93
organic,food_waste,4.965,28.281,0.6877,2,4,0.5871,3.2
paper,newspaper,15.625,16.672,0.5785,6,3,0.9333,6.54
glass,mixed_glass,7.145,6.531,0.987,2,3,0.5675,4.7
paper,newspaper,2.732,37.06,0.8289,8,3,0.6708,8.45
paper,newspaper,4.165,31.423,0.8059,12,1,0.7354,8.01
metal,tin,5.551,14.39,0.7491,12,6,0.3616,27.56
e_waste,cables,11.285,11.378,0.5627,3,0,0.5019,76.94
rubber,tyres,0.82,7.992,0.7047,9,3,0.8491,21.09
paper,cardboard,2.168,1.255,0.2741,11,1,0.3764,8.83
paper,office_paper,32.018,20.358,0.7626,11,4,0.6033,14.6
paper,newspaper,4.662,36.067,0.7605,7,3,0.0971,6.51
plastic,PVC,28.036,6.034,0.9617,3,2,0.4844,8.65
plastic,PVC,161.211,3.756,0.8801,6,3,0.6378,11.03
plastic,PP,2.483,0.437,0.8177,10,1,0.1353,14.81
paper,newspaper,1.065,1.484,0.8085,8,0,0.3771,6.98
plastic,mixed_plastic,3.259,11.073,0.8532,5,6,0.6705,10.68
paper,newspaper,16.757,9.025,0.6524,3,4,0.4901,5.59
organic,garden_waste,19.82,10.028,0.879,8,4,0.6886,6.8
plastic,mixed_plastic,68.468,7.885,0.924,6,6,0.3453,11.94
metal,brass,4.288,1.797,0.8095,6,6,0.511,409.36
textile,clothes,8.05,9.391,0.5457,12,4,0.1478,18.28
metal,brass,1.908,9.364,0.9033,1,5,0.3627,347.56
plastic,PP,0.221,0.862,0.7321,3,3,0.6406,17.34
paper,cardboard,4.273,6.219,0.7903,12,1,0.8277,12.38
metal,steel,1.122,11.438,0.7397,12,4,0.3046,29.4
metal,brass,9.699,6.117,0.7492,4,6,0.272,316.85
plastic,PET,0.469,14.117,0.6865,12,6,0.6939,23.3
paper,newspaper,1.846,2.324,0.5783,3,3,0.6647,10.23
metal,aluminum,6.179,6.822,0.4939,1,6,0.4837,103.35
plastic,mixed_plastic,7.006,24.972,0.5358,4,1,0.853,8.59
metal,aluminum,4.234,9.932,0.8183,7,0,0.6931,166.25
plastic,PP,42.132,14.622,0.5821,1,2,0.4989,10.23
paper,newspaper,29.47,13.671,0.4402,3,1,0.7332,6.29
organic,garden_waste,1.972,13.361,0.5752,10,6,0.8348,6.53
plastic,HDPE,30.917,1.969,0.8281,8,0,0.8493,23.52
metal,aluminum,37.138,1.696,0.838,8,3,0.3551,136.57
paper,cardboard,3.863,0.789,0.9748,12,5,0.5386,16.4
paper,newspaper,4.733,4.649,0.7616,3,0,0.6373,11.31
textile,clothes,4.217,1.48,0.6845,11,0,0.4202,19.59
paper,cardboard,2.067,3.251,0.5086,5,3,0.3003,12.36
plastic,HDPE,2.328,9.34,0.9156,12,6,0.4124,20.08
textile,clothes,21.828,5.712,0.6101,10,0,0.3797,15.96
e_waste,batteries,7.575,5.269,0.3731,3,0,0.7058,66.74
glass,colored_glass,2.305,0.946,0.4627,3,6,0.3779,6.81
plastic,PET,1.475,12.885,0.9751,7,4,0.8426,31.67
plastic,HDPE,1.804,7.754,0.8752,7,4,0.3492,21.92
metal,copper,3.682,1.462,0.8585,3,1,0.2157,668.95
plastic,PP,13.407,12.567,0.6675,4,2,0.6517,12.35
plastic,PET,1.597,10.914,0.5525,11,3,0.5105,29.13
e_waste,phones,13.224,2.454,0.9041,10,1,0.795,107.55
plastic,PP,5.677,2.871,0.4919,3,3,0.426,13.27
plastic,HDPE,5.32,11.644,0.5102,9,6,0.6494,16.19
plastic,mixed_plastic,15.348,3.839,0.7856,2,5,0.7558,11.34
paper,office_paper,12.33,1.934,0.7163,6,6,0.6675,15.45
metal,copper,0.831,5.131,0.7174,1,3,0.3305,567.15
organic,food_waste,1.22,3.727,0.7885,8,5,0.4429,4.11
plastic,PET,3.403,3.869,0.4107,3,2,0.2823,21.93
plastic,HDPE,6.87,1.683,0.5746,3,4,0.8385,22.25
metal,aluminum,23.046,10.036,0.6362,3,5,0.7277,132.04
paper,newspaper,4.846,19.478,0.4403,3,5,0.6259,6.74
paper,mixed_paper,34.62,3.887,0.6317,1,6,0.4196,5.73
textile,clothes,1.919,7.199,0.5531,7,0,0.3442,11.97
metal,aluminum,2.351,1.66,0.6598,11,5,0.221,109.89
paper,cardboard,3.106,4.063,0.4161,4,4,0.3447,9.78
rubber,tyres,1.681,20.662,0.7565,10,5,0.2633,18.38
plastic,PP,18.016,1.869,0.582,7,0,0.6113,17.06
textile,industrial_textile,0.161,4.157,0.5884,4,3,0.7406,7.29
metal,tin,2.449,1.497,0.7858,1,6,0.3638,24.5
metal,tin,17.776,2.467,0.5897,10,6,0.4225,23.94
textile,industrial_textile,3.081,11.99,0.5685,1,1,0.2186,5.06
metal,steel,16.24,20.769,0.6668,6,3,0.7847,32.05
paper,cardboard,62.629,8.702,0.7243,1,6,0.7212,11.47
plastic,PET,4.936,1.032,0.6334,10,6,0.6342,28.15
glass,colored_glass,18.224,2.227,0.9675,12,2,0.6227,11
metal,aluminum,81.693,1.62,0.8644,4,5,0.7264,140.76
plastic,PP,7.261,8.461,0.5141,4,5,0.7435,16.22
e_waste,batteries,4.231,0.485,0.9352,7,1,0.1927,66.22
metal,aluminum,13.236,25.886,0.8231,7,0,0.3586,144.31
paper,office_paper,18.561,1.265,0.8742,5,0,0.289,13.97
plastic,HDPE,4.278,0.237,0.9666,5,1,0.2813,22.33
paper,cardboard,2.508,1.083,0.7059,3,5,0.148,13.03
plastic,PET,35.194,14.807,0.5051,4,2,0.6586,24.49
plastic,mixed_plastic,3.239,1.952,0.6447,8,4,0.4806,10.91
paper,mixed_paper,18.774,16.882,0.7208,9,0,0.3974,7.85
plastic,PVC,6.144,9.396,0.5329,10,4,0.1956,7.17
plastic,PVC,40.139,1.665,0.8956,7,5,0.7064,11.88
glass,clear_glass,1.618,4.837,0.8394,10,6,0.6485,11.74
paper,newspaper,1.614,12.963,0.6864,8,2,0.611,6.67
rubber,mixed_rubber,12.496,3.113,0.7503,5,3,0.2654,11.59
textile,clothes,1.154,2.276,0.823,5,3,0.4166,15.11
metal,aluminum,5.155,3.04,0.7263,7,2,0.4192,132.29
rubber,tyres,28.734,23.662,0.8312,4,4,0.6019,19.18
organic,food_waste,0.526,8.937,0.9116,10,3,0.5891,3.01
paper,cardboard,7.261,10.173,0.6687,3,5,0.4594,14.26
e_waste,phones,19.184,15.759,0.6628,1,0,0.5987,60.92
plastic,PP,4.345,10.379,0.9286,6,1,0.2921,14.06
glass,colored_glass,1.473,0.777,0.7979,1,4,0.9002,8.95
paper,office_paper,3.27,11.759,0.3642,3,4,0.7902,11.26
plastic,PET,1.638,1.807,0.4398,5,6,0.607,25.24
plastic,PVC,4.869,9.708,0.5576,1,4,0.529,6.48
rubber,mixed_rubber,3.215,0.43,0.8386,3,0,0.525,15.16
paper,cardboard,2.421,8.512,0.8523,7,3,0.2522,11.92
plastic,PVC,7.841,2.797,0.4851,5,5,0.7106,7.92
plastic,mixed_plastic,29.813,3.009,0.5301,11,6,0.7413,12.95
paper,newspaper,6.642,2.408,0.6072,2,5,0.7565,8.35
organic,food_waste,22.475,1.94,0.5532,9,3,0.6022,4.54
e_waste,phones,29.802,10.555,0.6108,8,0,0.457,115.84
paper,cardboard,2.217,1.692,0.8898,8,1,0.8178,14.76
plastic,PP,6.233,10.228,0.3936,9,5,0.663,11.17
plastic,HDPE,2.691,6.647,0.6569,1,2,0.4196,17
paper,cardboard,0.757,1.097,0.6602,10,5,0.3412,12.89
organic,garden_waste,6.868,0.916,0.4674,4,0,0.6169,5.89
e_waste,phones,1.268,13.865,0.7315,8,3,0.4826,120.8
paper,cardboard,8.014,9.844,0.6673,4,6,0.2221,10.79
metal,steel,0.693,5.247,0.7475,5,1,0.4945,26.8
paper,newspaper,5.502,3.987,0.7134,9,0,0.7196,6.86
metal,tin,0.681,5.531,0.629,12,2,0.3093,26.3
metal,aluminum,10.061,5.69,0.784,11,0,0.5461,148.55
glass,colored_glass,2.795,22.709,0.8824,9,4,0.3776,4.16
metal,copper,2.49,6.146,0.3869,7,1,0.5942,551.15
textile,industrial_textile,17.319,1.832,0.9237,7,1,0.5645,10.86
paper,cardboard,3.047,6.728,0.9189,12,4,0.4657,13.36
plastic,PET,5.119,26.199,0.8915,3,2,0.2155,22.22
plastic,PET,3.531,4.92,0.7696,12,4,0.3531,26.53
metal,aluminum,8.239,23.458,0.8184,8,6,0.258,114.47
metal,tin,15.667,22.218,0.7281,8,6,0.5741,25.87
metal,aluminum,12.216,2.551,0.968,8,5,0.6258,135.38
e_waste,phones,2.56,12.041,0.5209,10,6,0.3891,120.56
plastic,mixed_plastic,19.122,12.46,0.6471,9,5,0.6275,11.99
glass,clear_glass,1.492,0.1,0.6301,2,0,0.4472,9.1
e_waste,mixed_ewaste,1.839,35.573,0.3887,10,6,0.5201,67.81
paper,mixed_paper,3.844,4.134,0.8759,9,3,0.1126,6.65
paper,newspaper,15.739,9.277,0.8651,11,0,0.5007,11.22
plastic,PET,1.101,9.345,0.462,12,4,0.3305,19.76
paper,office_paper,13.063,0.1,0.555,12,1,0.482,12.47
organic,garden_waste,4.197,2.27,0.5604,1,3,0.6982,4.5
textile,clothes,2.663,8.462,0.609,8,4,0.7407,13.5
metal,steel,16.733,1.783,0.7361,12,0,0.4539,33.86
plastic,PET,1.711,9.399,0.8978,12,3,0.7177,30.17
glass,clear_glass,69.603,9.083,0.3581,7,0,0.6007,12.16
e_waste,batteries,3.626,0.471,0.7319,11,0,0.6646,74.06
paper,newspaper,5.365,12.455,0.756,11,1,0.6867,9
organic,food_waste,28.545,11.188,0.461,1,5,0.5702,3.72
plastic,PET,5.535,1.744,0.9774,11,2,0.6282,36.87
plastic,HDPE,18.665,6.114,0.7647,8,0,0.6246,19.2
plastic,PP,0.43,3.53,0.8231,7,5,0.6676,19.46
plastic,PP,2.635,1.515,0.5009,3,3,0.2576,12.16
organic,food_waste,7.214,7.631,0.7164,12,0,0.1896,4.06
paper,office_paper,16.407,7.245,0.8543,4,3,0.8415,15.67
plastic,PP,11.287,21.286,0.7347,6,1,0.141,12.34
paper,cardboard,10.087,9.149,0.781,4,4,0.495,12.51
paper,newspaper,16.011,0.1,0.7269,12,6,0.6095,11.3
paper,cardboard,7.925,4.016,0.3323,6,2,0.8138,11.77
plastic,PP,0.342,3.222,0.8324,2,5,0.7054,16.08
glass,colored_glass,25.296,9.81,0.8159,1,0,0.4418,7.17
plastic,mixed_plastic,1.64,23.377,0.7782,12,2,0.6598,9.57
e_waste,computers,6.53,14.299,0.6328,3,6,0.2932,108.19
plastic,HDPE,5.569,18.729,0.7724,10,0,0.7155,23.39
e_waste,computers,4.744,4.886,0.6119,1,6,0.4791,120.17
organic,food_waste,1.189,0.753,0.9403,11,0,0.5822,6.06
plastic,PP,0.438,2.394,0.6633,8,3,0.6992,18.08
plastic,PET,1.346,1.08,0.7247,3,1,0.9126,28.36
textile,industrial_textile,12.079,1.345,0.6833,11,0,0.5478,10.9
paper,newspaper,0.79,1.586,0.599,4,2,0.2837,7.02
metal,aluminum,1.558,10.392,0.929,12,4,0.3772,128.89
plastic,PP,7.401,19.912,0.7995,8,5,0.6543,15.06
plastic,PVC,1.306,0.655,0.6463,6,2,0.6829,9.62
metal,aluminum,2.336,3.554,0.6402,1,3,0.4079,113
textile,industrial_textile,4.944,9.258,0.7959,4,1,0.5396,6.37
plastic,PP,6.291,1.316,0.7378,1,5,0.3364,13.88
e_waste,phones,1.275,2.688,0.8476,11,1,0.6417,121.12
glass,clear_glass,5.308,9.564,0.4857,2,6,0.796,8.25
plastic,PET,7.233,3.525,0.5335,2,1,0.7068,20.92
plastic,PET,0.973,17.885,0.8803,2,4,0.5336,23.49
plastic,PET,5.8,17.774,0.8089,12,2,0.4036,28.22
paper,cardboard,1.897,6.061,0.8823,12,6,0.1189,11.43
metal,aluminum,5.2,1.103,0.599,9,1,0.2658,93.66
paper,newspaper,10.673,0.569,0.7619,1,6,0.7039,9.02
plastic,PP,3.627,3.781,0.6525,7,5,0.401,16.02
glass,clear_glass,13.411,1.089,0.7149,12,3,0.6096,10.64
metal,aluminum,11.576,2.412,0.9036,2,3,0.6293,134.31
metal,steel,13.322,10.143,0.5461,10,2,0.3051,23.56
metal,tin,7.27,11.919,0.8933,1,2,0.3275,26.26
plastic,PP,16.792,17.255,0.915,10,3,0.6261,17.9
glass,clear_glass,7.114,19.635,0.5998,7,1,0.8617,11.38
paper,cardboard,0.606,0.1,0.626,11,2,0.1548,11.29
paper,newspaper,1.732,3.526,0.5875,5,6,0.1069,8.25
plastic,PET,3.478,1.81,0.519,10,6,0.7396,27.07
metal,steel,4.036,0.648,0.6618,11,0,0.7329,38.26
metal,aluminum,6.885,25.61,0.5537,4,5,0.228,110.15
paper,cardboard,1.702,0.224,0.8279,8,1,0.5122,14.83
organic,garden_waste,49.921,10.314,0.8799,6,4,0.814,6.67
organic,food_waste,3.963,23.475,0.5948,6,4,0.4833,3.24
plastic,PP,4.441,19.835,0.5073,10,6,0.6636,13.45
glass,clear_glass,2.004,0.695,0.9261,3,4,0.7366,12.21
paper,newspaper,1.344,3.899,0.6665,2,5,0.33,7.39
rubber,tyres,3.851,0.482,0.6646,6,5,0.3052,17.79
plastic,HDPE,4.632,13.096,0.6337,10,4,0.7102,21.28
plastic,PP,4.038,8.624,0.6875,2,2,0.4086,14.65
paper,mixed_paper,32.661,3.403,0.3659,5,2,0.6194,8.97
plastic,mixed_plastic,3.851,0.1,0.9483,9,2,0.5966,12.04
glass,clear_glass,4.043,8.931,0.7588,6,2,0.3688,9.91
paper,cardboard,11.922,3.53,0.4724,8,2,0.819,12.12
plastic,HDPE,3.65,0.441,0.5701,7,2,0.2346,20.78
metal,steel,8.561,13.658,0.6481,10,3,0.7132,30.88
textile,clothes,0.966,0.57,0.5549,11,1,0.8589,16.52
organic,food_waste,0.975,1.446,0.8462,6,2,0.6346,5.84
paper,office_paper,5.189,9.408,0.7513,6,4,0.6586,16.13
plastic,HDPE,3.394,14.43,0.2415,4,2,0.4619,10.45
plastic,PET,1.698,1.039,0.8455,6,0,0.3341,25.01
organic,garden_waste,5.187,5.489,0.9197,11,0,0.6471,8.05
e_waste,computers,5.76,2.964,0.6791,7,5,0.2672,109.7
metal,copper,1.912,0.39,0.4217,9,6,0.5461,464.6
organic,food_waste,2.405,8.578,0.7464,6,4,0.3571,3.33
plastic,PP,5.812,0.109,0.3934,9,0,0.4833,15.58
glass,colored_glass,1.316,6.691,0.6112,9,3,0.3953,6.88
plastic,PET,2.171,1.932,0.7981,7,1,0.7615,33.1
plastic,PET,8.506,9.083,0.9728,12,2,0.5182,25.58
paper,cardboard,4.355,10.531,0.45,11,6,0.5167,8.51
paper,cardboard,2.528,10.773,0.8548,2,5,0.2884,10.52
textile,clothes,1.516,4.752,0.8385,3,5,0.5321,15.88
paper,office_paper,1.329,2.898,0.8029,12,3,0.3666,14.53
organic,garden_waste,3.826,0.513,0.4961,5,4,0.676,5.66
e_waste,cables,50.957,25.959,0.2852,4,6,0.8126,66.76
glass,clear_glass,8.837,1.946,0.7747,10,4,0.5851,10.98
textile,clothes,0.905,0.522,0.54,8,4,0.4641,17.21
paper,cardboard,10.472,21.961,0.6162,2,0,0.3464,4.69
paper,cardboard,1.803,2.48,0.8936,2,6,0.5488,13.54
plastic,HDPE,4.456,15.538,0.8233,10,5,0.2159,18.85
plastic,PET,2.211,0.168,0.3838,10,2,0.5893,23.03
organic,food_waste,50.77,25.91,0.3358,5,1,0.5699,4.05
paper,cardboard,1.149,1.471,0.6306,11,6,0.7108,12.97
paper,office_paper,6.53,0.832,0.8932,2,6,0.8644,16.74
plastic,PET,1.969,1.46,0.8221,11,2,0.2543,29
paper,office_paper,10.876,26.898,0.6145,1,1,0.4855,8.7
e_waste,mixed_ewaste,6.373,2.871,0.7177,8,5,0.2254,77.89
plastic,PET,20.196,10.65,0.6513,11,4,0.8261,31.91
e_waste,batteries,10.609,7.902,0.6881,8,6,0.1723,42.81
metal,aluminum,1.95,0.676,0.736,10,3,0.3785,109.18
organic,garden_waste,148.331,6.572,0.6736,5,3,0.8029,5.67
plastic,PET,8.728,6.933,0.7929,4,1,0.6663,29.61
metal,brass,2.315,2.852,0.9317,4,4,0.3984,344.7
plastic,PVC,5.735,6.492,0.7048,2,2,0.7925,9.86
paper,newspaper,9.554,3.223,0.668,4,1,0.2683,7.2
e_waste,computers,9.128,7.132,0.4359,3,5,0.5008,131.09
metal,aluminum,8.127,3.819,0.7024,10,2,0.8382,133.3
plastic,mixed_plastic,14.293,1.687,0.8773,3,1,0.3711,10.63
organic,food_waste,12.703,1.458,0.7758,2,6,0.4476,4.77
plastic,PET,1.621,8.405,0.7676,9,6,0.3487,23.55
metal,brass,56.242,0.197,0.7325,7,3,0.5848,390.87
rubber,tyres,47.592,20.247,0.8458,3,2,0.5041,24.73
metal,steel,11.718,15.26,0.6429,9,1,0.3259,28.91
organic,food_waste,4.695,1.351,0.7012,3,4,0.4502,4.88
metal,steel,4.793,1.575,0.7616,10,4,0.323,29.43
organic,garden_waste,3.039,9.367,0.6427,1,4,0.76,4.79
glass,clear_glass,3.549,0.918,0.865,8,5,0.2125,11.78
glass,colored_glass,0.325,1.367,0.8131,8,3,0.5098,9.34
plastic,HDPE,28.115,4.111,0.883,5,4,0.4355,24.28
e_waste,cables,18.411,11.888,0.866,9,4,0.5104,70.02
plastic,HDPE,0.599,8.212,0.7975,5,5,0.6775,23.59
rubber,tyres,13.04,1.215,0.7839,8,5,0.6371,22.72
plastic,mixed_plastic,4.44,6.641,0.9191,3,0,0.844,12.84
plastic,HDPE,3.529,25.685,0.6392,7,4,0.2414,18.87
organic,garden_waste,8.096,7.518,0.5667,10,6,0.1685,5.33
plastic,PP,0.554,1.716,0.5551,12,3,0.458,16.02
paper,office_paper,4.422,0.908,0.672,5,3,0.6996,14.61
e_waste,computers,4.93,42.822,0.2932,6,4,0.3453,41.03
plastic,HDPE,4.936,3.468,0.46,6,3,0.4804,16.56
plastic,mixed_plastic,0.869,4.795,0.4896,11,2,0.7856,8.2
paper,newspaper,7.662,5.989,0.7705,12,6,0.6771,10.25
plastic,PET,15.987,31.286,0.8302,8,0,0.2786,21.99
plastic,PET,7.307,33.85,0.8682,10,5,0.2864,22.74
plastic,PET,3.404,3.037,0.7655,2,1,0.4324,22.82
paper,newspaper,112.939,19.893,0.9003,10,1,0.3621,9.44
paper,cardboard,1.478,0.807,0.3908,10,4,0.4363,10.98
plastic,PVC,11.338,12.797,0.4849,9,4,0.6902,3.76
metal,brass,6.001,5.583,0.3366,8,6,0.7267,260.71
metal,steel,50.138,19.84,0.7977,11,2,0.6839,39.23
plastic,PP,7.128,12.975,0.711,8,0,0.3534,14.56
paper,newspaper,9.22,7.498,0.818,11,1,0.5611,9.43
organic,food_waste,8.222,0.798,0.8139,3,3,0.3761,5.16
metal,aluminum,1.259,1.427,0.5751,8,2,0.4384,115.03
paper,newspaper,1.58,3.113,0.8675,6,1,0.5497,8.97
paper,cardboard,3.219,0.849,0.7523,11,6,0.2727,14.68
plastic,PVC,14.138,6.302,0.7312,11,3,0.2786,7.68
organic,garden_waste,5.928,1.305,0.6538,11,4,0.6302,7.09
textile,clothes,3.497,9.257,0.6346,3,5,0.3125,14.32
textile,clothes,23.258,2.942,0.8883,6,2,0.2814,16.82
plastic,HDPE,0.415,5.65,0.6512,1,5,0.3667,16.34
paper,newspaper,0.947,13.09,0.6762,12,6,0.3484,6.87
plastic,PET,0.224,4.979,0.253,4,5,0.7482,20.8
paper,newspaper,19.105,12.846,0.8063,8,2,0.4497,9.27
paper,cardboard,3.991,1.292,0.7061,6,5,0.4617,13.2
metal,steel,14.29,6.242,0.3742,11,1,0.3291,22.6
plastic,PET,3.931,1.927,0.822,10,0,0.725,28.27
textile,industrial_textile,15.3,1.791,0.8341,10,3,0.3341,7.24
plastic,PET,3.849,6.658,0.4131,8,3,0.4319,22.67
plastic,mixed_plastic,7.329,9.761,0.9468,2,3,0.7559,10.58
organic,food_waste,6.149,7.365,0.7583,12,1,0.2825,4.65
e_waste,phones,6.721,8.729,0.8028,1,1,0.3881,116.35
paper,newspaper,33.841,19.271,0.8047,6,6,0.1308,7.68
metal,aluminum,0.638,15.989,0.6694,5,2,0.499,99.01
plastic,PET,4.129,3.845,0.7972,5,5,0.4828,24.38
plastic,PET,5.684,2.839,0.841,12,1,0.5355,28.98
paper,newspaper,4.749,7.599,0.8746,3,0,0.6339,8.97
paper,cardboard,2.78,3.806,0.841,7,0,0.5431,13.82
metal,steel,2.359,4.082,0.7318,3,1,0.1096,25.62
plastic,PET,28.107,6.972,0.7707,11,5,0.4411,30.98
glass,clear_glass,4.117,25.008,0.638,9,3,0.312,7.02
e_waste,phones,83.558,4.415,0.6447,5,4,0.1854,127.04
plastic,PP,8.448,11.774,0.9651,1,6,0.0368,10.93
plastic,PET,3.166,1.291,0.678,2,0,0.7966,28.76
paper,mixed_paper,8.699,13.695,0.7644,3,0,0.144,6.02
e_waste,phones,5.108,17.105,0.7281,5,6,0.6877,110.6
glass,clear_glass,22.43,14.051,0.3412,11,3,0.7072,8.77
e_waste,phones,1.104,6.289,0.6772,2,4,0.3665,85.28
paper,cardboard,0.516,0.883,0.907,7,2,0.4227,13.8
plastic,PP,6.911,1.334,0.6059,5,5,0.6682,17.42
metal,tin,12.217,0.776,0.7869,1,4,0.5817,24.14
plastic,PVC,6.316,28.806,0.9786,8,1,0.3844,8.05
e_waste,phones,10.044,0.1,0.7353,9,4,0.8473,126.86
plastic,PET,8.419,16.969,0.5898,12,0,0.4101,22.88
plastic,PVC,0.758,2.487,0.8754,7,1,0.2503,8.32
metal,steel,6.281,14.933,0.7234,4,1,0.3802,23.1
paper,newspaper,21.761,25.014,0.4355,11,5,0.7658,9.52
metal,tin,5.508,24.27,0.7939,3,5,0.758,29.67
paper,cardboard,0.931,1.497,0.4398,9,0,0.8423,14.11
textile,clothes,3.002,1.819,0.7803,12,6,0.3906,18.37
organic,food_waste,8.742,5.269,0.7299,1,5,0.6998,3.19
organic,garden_waste,38.658,1.643,0.9349,12,3,0.2989,8.39
metal,aluminum,0.428,3.19,0.9272,3,1,0.2949,133.87
metal,brass,6.914,23.897,0.7876,6,2,0.5827,370.28
metal,copper,1.464,6.57,0.6679,4,4,0.8358,604.62
paper,cardboard,8.242,3.266,0.762,2,4,0.4365,13.63
paper,cardboard,9.074,1.815,0.609,9,2,0.4554,10.25
metal,tin,3.388,32.87,0.7933,6,0,0.5087,22.5
plastic,HDPE,9.563,11.295,0.5877,7,4,0.3052,19.76
plastic,PET,17.6,5.091,0.8253,6,4,0.3603,24.7
organic,food_waste,3.679,6.617,0.8187,9,1,0.3566,3.99
plastic,PVC,0.901,1.073,0.9204,12,4,0.6755,11.34
metal,aluminum,24.796,8.363,0.4132,7,3,0.703,124.7
metal,steel,12.115,9.358,0.5171,2,3,0.5828,19.57
plastic,HDPE,8.815,4.57,0.557,4,0,0.3779,15.77
textile,industrial_textile,1.956,1.044,0.5172,6,2,0.5583,6.65
plastic,HDPE,14.622,2.761,0.7864,2,2,0.5466,21.53
textile,clothes,51.983,13.914,0.7174,3,5,0.7515,16.75
e_waste,batteries,3.875,3.888,0.8976,3,5,0.5848,75.13
plastic,mixed_plastic,5.02,20.001,0.9209,12,6,0.8381,11.29
plastic,HDPE,1.248,16.217,0.7675,5,3,0.4629,18.28
paper,office_paper,1.89,29.561,0.6614,11,2,0.8926,16.6
paper,office_paper,1.234,8.239,0.5505,7,3,0.2831,15.9
plastic,PET,5.243,0.98,0.8457,7,5,0.5196,31.62
rubber,mixed_rubber,2.977,3.148,0.8069,12,4,0.5417,12.47
plastic,PET,7.01,20.789,0.8931,9,4,0.7535,28.48
organic,food_waste,1.537,17.838,0.7919,3,3,0.7403,5.08
plastic,mixed_plastic,3.665,3.246,0.786,4,4,0.6384,10.91
rubber,tyres,1.427,0.1,0.7219,8,6,0.5528,17.98
plastic,PP,5.613,17.089,0.7489,1,4,0.4805,12.17
paper,newspaper,0.632,4.734,0.7685,2,2,0.2583,5.37
metal,tin,5.376,13.017,0.6543,1,5,0.2348,17.51
plastic,PP,3.208,17.312,0.8157,9,6,0.4384,14.36
organic,garden_waste,5.569,19.913,0.7497,6,5,0.7175,5.39
plastic,HDPE,0.617,2.129,0.8339,1,6,0.3082,19.54
metal,copper,9.832,7.144,0.8722,9,1,0.7983,749.94
metal,copper,3.131,10.441,0.6944,8,2,0.2984,527.53
metal,steel,5.816,1.549,0.7526,9,1,0.5864,35.02
plastic,PET,0.475,11.93,0.7164,2,2,0.4129,23.4
plastic,PET,1.009,0.957,0.895,11,5,0.6306,33.14
plastic,PET,2.806,1.715,0.6677,3,4,0.3937,26.45
paper,cardboard,23.35,18.273,0.7263,7,0,0.4011,12.82
plastic,mixed_plastic,8.438,19.665,0.7741,7,5,0.1402,10.16
textile,clothes,5.238,1.576,0.8222,3,1,0.3443,13.39
metal,steel,1.478,20.001,0.7866,5,1,0.8487,34.88
metal,aluminum,1.188,3.334,0.7311,1,3,0.2442,114.29
paper,cardboard,6.246,2.704,0.4125,6,1,0.7461,11.79
plastic,PP,10.39,14.187,0.878,9,6,0.6402,18.12
metal,tin,5.759,11.818,0.8872,4,1,0.2412,18.55
plastic,PP,34.864,5.774,0.2573,7,1,0.0823,12.9
paper,mixed_paper,1.976,1.712,0.9056,12,5,0.7849,8.37
paper,mixed_paper,5.558,4.989,0.5903,3,2,0.5733,8.31
metal,tin,0.588,7.157,0.5819,4,5,0.7477,28.94
rubber,tyres,5.773,0.263,0.7134,2,4,0.354,22.62
plastic,PET,26.134,6.276,0.6017,7,1,0.2333,28.18
paper,office_paper,1.284,19.21,0.8513,3,4,0.4118,13.37
plastic,PP,12.312,18.073,0.6994,11,3,0.2634,16.01
paper,cardboard,25.261,14.845,0.2535,4,0,0.3716,7.56
e_waste,batteries,1.959,4.057,0.7306,8,5,0.1251,71.89
plastic,PET,7.849,0.1,0.6258,3,6,0.3251,27.03
metal,steel,29.831,0.737,0.7985,4,6,0.6277,26.27
paper,cardboard,5.91,19.167,0.5404,3,0,0.3082,10.74
plastic,mixed_plastic,11.52,0.1,0.9397,7,1,0.4777,11.34
textile,clothes,0.533,8.732,0.5172,1,5,0.4032,15.02
paper,newspaper,9.176,0.964,0.8007,1,2,0.6471,9.54
organic,food_waste,8.337,0.681,0.8295,7,4,0.6956,5.65
paper,office_paper,0.913,3.063,0.813,7,2,0.4558,18.48
textile,industrial_textile,1.409,5.721,0.8173,4,1,0.1967,7.31
plastic,mixed_plastic,9.252,3.42,0.6152,6,4,0.4205,8.85
paper,cardboard,3.117,0.427,0.527,5,1,0.6695,12.21
e_waste,batteries,17.019,8.257,0.5117,10,0,0.486,72.32
paper,office_paper,6.507,2.695,0.7928,6,3,0.7327,17.05
paper,newspaper,4.796,9.583,0.5925,11,1,0.9041,7.02
rubber,tyres,3.653,3.989,0.3938,3,1,0.6667,19.59
metal,aluminum,6.368,1.632,0.6725,3,5,0.6992,143.64
glass,colored_glass,11.746,38.094,0.8519,5,3,0.3403,6.52
metal,copper,8.505,6.788,0.8652,1,3,0.5601,492.54
organic,garden_waste,2.698,9.783,0.8224,9,1,0.5619,5.22
organic,garden_waste,19.833,0.563,0.5129,5,1,0.5749,7
metal,steel,9.867,5.164,0.7889,5,2,0.592,36.87
plastic,PVC,7.116,7.48,0.9302,7,2,0.2924,8.18
plastic,mixed_plastic,5.003,17.338,0.3163,1,3,0.4761,4.74
metal,aluminum,8.167,2.618,0.8133,5,0,0.9104,131
