waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,county,collection_point,quality_grade,price_per_kg
plastic,PVC,19.69,2.57,0.9083,5,2,0.5077,Mombasa,dump_site,excellent,8.65
metal,brass,9.0,2.72,0.8,11,2,0.483,Nairobi,dump_site,good,229.66
e_waste,computers,70.58,4.43,0.3587,9,0,0.4957,Kisumu,dump_site,poor,56.45
plastic,PVC,36.91,0.65,0.5652,2,3,0.4504,Nairobi,household,fair,8.61
plastic,HDPE,2.06,34.89,0.7219,12,3,0.7063,Mombasa,household,good,17.36
paper,newspaper,10.4,23.54,0.6622,12,6,0.6034,Nairobi,commercial,fair,9.53
plastic,mixed_plastic,17.41,4.74,0.7162,4,0,0.8462,Nairobi,industrial,good,14.65
paper,mixed_paper,38.92,17.45,0.4782,4,2,0.4559,Nairobi,industrial,poor,6.22
plastic,PP,22.97,2.13,0.7331,12,6,0.3401,Mombasa,commercial,good,16.35
plastic,PP,3.11,10.77,0.2892,6,4,0.4261,Nairobi,household,poor,9.5
plastic,HDPE,105.28,7.26,0.8146,5,2,0.6895,Mombasa,household,good,22.86
metal,brass,13.48,23.85,0.5871,12,1,0.3659,Kisumu,dump_site,fair,152.64
paper,newspaper,6.87,4.06,0.3957,9,3,0.4858,Nakuru,household,poor,5.59
e_waste,batteries,2.71,3.15,0.5791,6,2,0.7644,Nairobi,industrial,fair,57.73
plastic,HDPE,3.49,6.4,0.614,5,3,0.3831,Kisumu,dump_site,fair,13.56
paper,office_paper,7.83,2.21,0.7709,6,6,0.4405,Nairobi,industrial,good,19.15
plastic,PP,42.3,11.78,0.5372,10,4,0.4548,Nairobi,industrial,fair,14.35
paper,newspaper,3.84,4.04,0.8763,5,2,0.3922,Mombasa,commercial,excellent,9.79
plastic,PET,34.37,0.55,0.7006,9,4,0.5383,Mombasa,commercial,good,34.61
metal,steel,33.18,6.06,0.713,7,4,0.511,Nairobi,industrial,good,38.69
rubber,mixed_rubber,11.18,21.75,0.8631,1,3,0.7019,Nairobi,household,excellent,12.64
glass,clear_glass,11.98,10.11,0.7438,9,1,0.3479,Nakuru,commercial,good,7.42
paper,mixed_paper,21.35,10.69,0.705,5,2,0.3455,Nakuru,industrial,good,6.37
plastic,PP,15.67,11.82,0.9862,1,0,0.6283,Nairobi,commercial,excellent,21.29
metal,steel,8.08,4.57,0.6758,4,6,0.6132,Nairobi,commercial,fair,25.86
paper,newspaper,17.1,25.98,0.5193,1,1,0.5329,Eldoret,commercial,fair,4.74
textile,clothes,83.95,16.66,0.6716,12,5,0.4935,Mombasa,dump_site,fair,9.31
paper,office_paper,53.75,27.6,0.558,7,6,0.3799,Eldoret,industrial,fair,9.56
paper,mixed_paper,29.82,3.08,0.7317,7,5,0.3688,Mombasa,dump_site,good,6.77
e_waste,batteries,6.95,0.59,0.6651,3,1,0.8619,Nakuru,household,fair,40.55
e_waste,mixed_ewaste,40.1,3.79,0.7251,11,6,0.7221,Nairobi,commercial,good,64.14
paper,office_paper,17.68,4.65,0.6249,11,3,0.5607,Nakuru,commercial,fair,11.12
metal,steel,10.5,7.13,0.7155,5,6,0.3884,Eldoret,industrial,good,20.4
glass,clear_glass,46.07,4.87,0.4493,12,1,0.4049,Nairobi,household,poor,6.36
plastic,PVC,42.11,11.65,0.7057,11,1,0.2411,Kisumu,household,good,5.93
plastic,mixed_plastic,6.6,17.47,0.678,5,1,0.4909,Nairobi,industrial,fair,10.17
plastic,PVC,48.96,8.22,0.713,6,5,0.5928,Mombasa,dump_site,good,6.46
metal,tin,11.0,11.84,0.7428,6,3,0.6648,Mombasa,commercial,good,21.09
paper,office_paper,16.91,6.39,0.6941,12,5,0.3863,Mombasa,household,fair,12.71
glass,clear_glass,15.14,1.29,0.7225,3,6,0.7684,Nairobi,dump_site,good,7.51
organic,garden_waste,7.56,4.95,0.4473,3,6,0.2919,Nairobi,industrial,poor,6.44
metal,tin,75.3,1.42,0.7173,9,0,0.2778,Kisumu,industrial,good,20.96
metal,tin,16.23,1.88,0.7537,2,4,0.7397,Nairobi,industrial,good,26.75
paper,newspaper,24.07,9.64,0.8865,6,1,0.2693,Mombasa,household,excellent,9.63
paper,cardboard,8.04,0.54,0.9447,2,5,0.5455,Nairobi,industrial,excellent,21.16
metal,steel,44.53,24.1,0.9122,2,3,0.3901,Nakuru,dump_site,excellent,20.83
metal,copper,45.66,8.37,0.5574,12,5,0.4543,Mombasa,household,fair,339.21
glass,colored_glass,19.05,2.76,0.591,2,2,0.2827,Nairobi,commercial,fair,5.69
plastic,PVC,26.47,1.59,0.6283,12,1,0.3462,Eldoret,industrial,fair,7.33
plastic,PET,0.57,0.57,0.7717,10,4,0.5473,Nairobi,household,good,33.48
e_waste,cables,23.93,13.67,0.4908,6,0,0.6657,Nairobi,commercial,poor,61.54
paper,office_paper,17.88,2.81,0.5418,1,3,0.6795,Mombasa,household,fair,13.25
paper,cardboard,19.11,7.02,0.7454,4,0,0.3249,Nairobi,household,good,11.39
glass,clear_glass,21.11,14.82,0.9564,2,4,0.4105,Nairobi,industrial,excellent,10.3
e_waste,cables,0.8,1.49,0.8024,1,5,0.3911,Mombasa,household,good,65.01
metal,copper,36.16,4.68,0.7384,4,6,0.4746,Mombasa,household,good,424.27
organic,food_waste,99.43,1.61,0.8159,3,4,0.3498,Kisumu,dump_site,good,4.7
e_waste,batteries,16.38,0.27,0.736,2,2,0.3683,Eldoret,household,good,42.01
paper,mixed_paper,15.89,1.37,0.6519,7,6,0.344,Nairobi,household,fair,7.73
paper,mixed_paper,0.68,4.46,0.5612,12,1,0.6674,Mombasa,household,fair,6.9
glass,mixed_glass,1.91,0.91,0.7283,3,2,0.4716,Kisumu,commercial,good,4.14
plastic,HDPE,25.9,20.49,0.6078,12,6,0.435,Nakuru,industrial,fair,18.36
e_waste,cables,0.53,2.37,0.9385,1,2,0.637,Nairobi,household,excellent,94.32
e_waste,phones,7.26,0.49,0.7162,10,2,0.3618,Nairobi,household,good,95.4
e_waste,cables,68.19,14.28,0.8925,1,0,0.6413,Mombasa,household,excellent,70.34
paper,cardboard,40.39,1.71,0.845,5,4,0.302,Nairobi,household,good,14.18
paper,cardboard,41.18,3.05,0.4964,5,6,0.3331,Nakuru,commercial,poor,10.39
glass,colored_glass,7.94,8.09,0.7776,4,6,0.3495,Kisumu,industrial,good,5.6
e_waste,mixed_ewaste,34.6,8.03,0.4534,10,6,0.59,Mombasa,industrial,poor,52.31
plastic,PP,51.94,2.26,0.8603,9,4,0.7731,Nairobi,industrial,excellent,26.82
e_waste,mixed_ewaste,14.37,10.23,0.6442,10,2,0.2498,Nairobi,industrial,fair,62.55
plastic,PP,26.89,3.63,0.7191,12,4,0.6565,Mombasa,household,good,14.52
plastic,HDPE,5.09,5.4,0.7219,2,0,0.4506,Kisumu,household,good,21.7
plastic,PP,33.4,10.2,0.8068,3,2,0.566,Kisumu,household,good,14.49
paper,mixed_paper,32.9,8.1,0.855,2,5,0.7759,Mombasa,industrial,excellent,11.68
rubber,mixed_rubber,4.6,2.5,0.7962,2,3,0.2453,Mombasa,commercial,good,10.21
metal,tin,43.58,0.54,0.4236,12,4,0.4195,Nairobi,household,poor,18.28
metal,copper,18.21,11.25,0.8702,6,1,0.8084,Nairobi,commercial,excellent,575.97
plastic,PET,57.67,8.9,0.8503,6,2,0.3061,Nairobi,household,excellent,32.44
e_waste,phones,19.2,2.11,0.8506,12,2,0.5801,Kisumu,dump_site,excellent,96.31
metal,steel,12.97,1.07,0.8655,5,2,0.598,Nairobi,industrial,excellent,34.27
paper,cardboard,83.65,7.14,0.6035,3,4,0.5773,Nakuru,household,fair,10.14
plastic,HDPE,33.7,10.63,0.9825,11,4,0.424,Nakuru,household,excellent,21.29
metal,tin,6.96,0.71,0.7303,4,3,0.7068,Nairobi,commercial,good,23.79
plastic,mixed_plastic,72.68,14.67,0.7324,3,2,0.8099,Eldoret,dump_site,good,9.03
e_waste,mixed_ewaste,4.56,7.45,0.6532,2,6,0.3672,Nairobi,dump_site,fair,50.49
glass,colored_glass,0.65,10.48,0.808,8,0,0.4869,Nairobi,dump_site,good,4.52
paper,office_paper,25.68,4.66,0.8751,8,0,0.3026,Kisumu,commercial,excellent,16.13
metal,brass,18.6,7.8,0.5676,12,4,0.5548,Nairobi,dump_site,fair,241.78
metal,brass,23.2,2.7,0.8409,5,1,0.488,Eldoret,dump_site,good,243.76
rubber,tyres,4.48,8.22,0.6909,10,4,0.4856,Kisumu,household,fair,11.55
metal,steel,108.81,2.45,0.6261,11,0,0.4841,Mombasa,household,fair,20.36
e_waste,batteries,19.4,1.82,0.7027,6,3,0.5331,Nairobi,industrial,good,60.65
metal,aluminum,7.16,1.3,0.6842,5,1,0.5427,Nairobi,household,fair,106.68
paper,newspaper,16.29,1.87,0.8494,1,2,0.5145,Nairobi,commercial,good,13.04
organic,food_waste,7.95,1.44,0.7705,7,0,0.4306,Nakuru,industrial,good,6.34
paper,mixed_paper,0.98,8.09,0.7542,4,4,0.2961,Nairobi,commercial,good,6.6
metal,copper,2.99,0.98,0.6378,11,1,0.6114,Nakuru,commercial,fair,364.64
metal,tin,1.4,0.7,0.4895,8,4,0.7043,Eldoret,household,poor,14.13
paper,cardboard,25.65,17.0,0.8129,6,4,0.3475,Kisumu,industrial,good,12.21
e_waste,batteries,3.36,0.87,0.4801,8,3,0.7439,Nairobi,dump_site,poor,42.89
plastic,PET,2.66,6.21,0.7498,6,2,0.4551,Kisumu,commercial,good,26.11
plastic,PET,1.19,4.33,0.7908,5,3,0.7237,Mombasa,commercial,good,33.93
metal,copper,14.98,2.24,0.8545,5,1,0.6743,Nairobi,industrial,excellent,622.96
metal,brass,6.38,5.7,0.4841,2,1,0.4875,Kisumu,dump_site,poor,163.04
metal,brass,0.96,9.05,0.7092,1,0,0.7396,Nairobi,industrial,good,348.17
plastic,mixed_plastic,8.54,1.87,0.1891,8,3,0.8017,Eldoret,dump_site,poor,5.18
plastic,PVC,38.4,3.07,0.4592,1,0,0.5328,Nairobi,household,poor,6.11
textile,clothes,12.43,4.09,0.5747,1,5,0.3058,Nairobi,commercial,fair,13.04
plastic,mixed_plastic,30.62,3.66,0.9426,3,5,0.5208,Mombasa,household,excellent,14.06
e_waste,mixed_ewaste,22.17,2.13,0.7236,6,1,0.6867,Nairobi,dump_site,good,53.98
metal,copper,2.69,0.31,0.6556,8,4,0.7586,Kisumu,industrial,fair,537.1
plastic,PP,36.85,2.11,0.6648,1,4,0.5367,Nairobi,household,fair,15.6
glass,mixed_glass,12.87,3.37,0.5677,11,2,0.6768,Eldoret,dump_site,fair,2.59
plastic,PP,35.47,5.53,0.976,8,0,0.4217,Kisumu,household,excellent,18.71
e_waste,phones,6.72,6.1,0.5556,9,1,0.3152,Nakuru,commercial,fair,86.11
textile,industrial_textile,42.61,1.82,0.7823,2,1,0.2587,Nairobi,dump_site,good,7.48
paper,office_paper,38.52,0.85,0.9604,11,1,0.6475,Nairobi,commercial,excellent,18.47
textile,industrial_textile,34.03,3.38,0.8702,1,4,0.5469,Mombasa,household,excellent,8.98
organic,garden_waste,8.8,0.71,0.9605,1,5,0.8299,Mombasa,dump_site,excellent,8.99
plastic,mixed_plastic,12.17,1.96,0.615,3,6,0.6348,Eldoret,household,fair,7.89
paper,office_paper,63.18,15.32,0.5048,11,3,0.7923,Nairobi,commercial,fair,11.62
plastic,PET,1.37,4.9,0.6418,5,2,0.2597,Nairobi,industrial,fair,30.47
textile,clothes,3.82,14.03,0.3695,11,5,0.5332,Kisumu,commercial,poor,7.34
glass,clear_glass,1.22,1.99,0.8156,4,1,0.615,Nairobi,industrial,good,10.01
e_waste,computers,5.96,1.31,0.9495,5,3,0.6826,Mombasa,industrial,excellent,111.54
paper,cardboard,23.48,9.86,0.5101,12,6,0.376,Mombasa,dump_site,fair,8.82
metal,brass,20.98,6.87,0.8397,12,1,0.5491,Nakuru,commercial,good,243.31
plastic,PP,17.67,7.77,0.7069,4,5,0.2038,Mombasa,commercial,good,15.89
metal,copper,11.07,1.63,0.9078,1,5,0.6261,Nairobi,commercial,excellent,558.8
paper,office_paper,63.3,6.2,0.5967,12,1,0.6064,Nairobi,commercial,fair,13.2
paper,newspaper,41.92,1.41,0.7668,3,6,0.3222,Mombasa,household,good,9.0
plastic,PP,8.77,3.17,0.9248,8,0,0.6789,Nairobi,industrial,excellent,28.47
organic,food_waste,50.37,8.79,0.8788,2,6,0.4634,Kisumu,household,excellent,6.25
e_waste,cables,11.74,5.05,0.473,8,5,0.2515,Mombasa,industrial,poor,61.57
rubber,mixed_rubber,9.25,1.27,0.6087,12,4,0.5825,Eldoret,industrial,fair,9.8
metal,aluminum,2.94,2.54,0.8972,4,1,0.2399,Mombasa,industrial,excellent,123.01
metal,steel,5.46,0.69,0.6633,12,1,0.5109,Nairobi,household,fair,26.98
metal,tin,4.78,5.32,0.7456,3,5,0.4176,Nairobi,industrial,good,23.49
plastic,PP,6.61,2.74,0.5951,5,0,0.6358,Eldoret,dump_site,fair,9.69
organic,food_waste,62.1,2.38,0.7238,10,2,0.6784,Nairobi,industrial,good,6.8
plastic,HDPE,26.87,6.48,0.9205,6,4,0.7179,Nairobi,dump_site,excellent,26.66
paper,newspaper,27.44,3.72,0.7091,5,2,0.2755,Nairobi,commercial,good,9.92
plastic,PP,16.52,11.1,0.8906,8,0,0.3477,Mombasa,household,excellent,14.27
paper,cardboard,5.04,6.98,0.5404,12,0,0.5768,Kisumu,household,fair,9.5
paper,cardboard,13.77,6.24,0.3431,3,3,0.6831,Mombasa,household,poor,9.43
metal,brass,23.44,15.56,0.9274,2,6,0.416,Nakuru,industrial,excellent,306.47
paper,office_paper,3.31,2.82,0.5917,6,2,0.7322,Nairobi,household,fair,13.69
glass,mixed_glass,26.92,4.37,0.601,3,2,0.4188,Nairobi,commercial,fair,4.22
paper,newspaper,33.52,2.44,0.4198,1,5,0.3806,Nairobi,household,poor,6.75
e_waste,computers,18.15,1.92,0.8021,8,2,0.424,Nairobi,industrial,good,129.2
paper,newspaper,9.29,1.64,0.8444,12,5,0.5618,Nakuru,dump_site,good,7.92
plastic,PET,14.14,7.79,0.6229,4,4,0.5647,Nairobi,household,fair,26.34
paper,cardboard,6.78,3.33,0.855,12,2,0.5411,Nairobi,household,excellent,14.72
glass,colored_glass,23.57,6.82,0.7498,8,0,0.362,Kisumu,commercial,good,5.38
paper,office_paper,45.86,8.45,0.5745,2,0,0.2882,Nairobi,household,fair,12.87
plastic,PVC,16.22,19.53,0.4365,6,6,0.5041,Nairobi,industrial,poor,5.85
paper,office_paper,6.0,9.26,0.8466,7,1,0.5799,Nairobi,household,good,15.69
organic,food_waste,1.09,0.59,0.767,7,0,0.4444,Nakuru,industrial,good,5.53
metal,copper,43.9,11.89,0.6904,3,3,0.3763,Kisumu,commercial,fair,393.66
metal,copper,19.72,4.36,0.7391,7,3,0.3174,Mombasa,commercial,good,491.89
paper,office_paper,29.17,11.48,0.6049,2,6,0.6041,Nairobi,commercial,fair,15.37
e_waste,cables,31.89,1.59,0.9566,11,0,0.5327,Mombasa,household,excellent,82.29
paper,cardboard,2.46,1.79,0.9494,6,4,0.5552,Nakuru,household,excellent,11.57
organic,garden_waste,16.77,1.6,0.6237,11,0,0.6869,Nairobi,dump_site,fair,5.05
plastic,PET,13.36,16.34,0.4548,4,0,0.4111,Mombasa,household,poor,19.1
textile,industrial_textile,8.1,2.0,0.6143,7,1,0.6714,Nairobi,dump_site,fair,6.85
e_waste,batteries,62.78,1.5,0.4839,9,1,0.4612,Nakuru,industrial,poor,37.63
organic,garden_waste,2.2,7.14,0.8518,12,2,0.392,Mombasa,commercial,excellent,7.36
plastic,PP,2.87,10.4,0.4852,1,1,0.713,Eldoret,industrial,poor,10.54
paper,cardboard,63.65,8.15,0.7746,3,6,0.4482,Eldoret,dump_site,good,10.57
metal,brass,5.78,3.27,0.7166,5,5,0.5568,Nairobi,industrial,good,324.31
plastic,PP,49.17,1.17,0.7146,9,2,0.2651,Nairobi,commercial,good,18.5
plastic,PVC,21.39,1.75,0.5342,3,3,0.7552,Nairobi,dump_site,fair,7.2
plastic,HDPE,110.55,1.61,0.8932,4,5,0.3083,Nairobi,household,excellent,31.0
metal,brass,31.61,0.31,0.7013,10,1,0.4029,Nairobi,commercial,good,266.34
plastic,PVC,50.88,12.84,0.6695,5,1,0.4423,Nairobi,industrial,fair,8.53
metal,brass,8.6,1.48,0.4612,5,3,0.532,Mombasa,dump_site,poor,173.34
plastic,mixed_plastic,41.03,5.06,0.3751,6,1,0.5535,Nairobi,household,poor,8.75
plastic,PET,9.01,5.64,0.6563,9,3,0.3996,Mombasa,industrial,fair,32.5
paper,cardboard,54.34,5.04,0.4709,12,6,0.1114,Nairobi,industrial,poor,12.37
metal,steel,22.6,1.92,0.7819,2,5,0.1733,Nairobi,commercial,good,32.31
glass,mixed_glass,9.66,15.37,0.8881,6,2,0.7021,Nakuru,commercial,excellent,4.16
organic,food_waste,8.12,5.22,0.9569,3,5,0.6954,Mombasa,commercial,excellent,6.88
e_waste,batteries,19.13,10.03,0.684,3,1,0.2718,Nairobi,dump_site,fair,37.75
metal,tin,35.24,0.52,0.8688,2,5,0.7689,Nairobi,commercial,excellent,34.65
paper,mixed_paper,3.86,13.08,0.9828,9,1,0.2568,Nairobi,household,excellent,9.48
metal,tin,3.09,4.7,0.8152,4,5,0.5888,Kisumu,commercial,good,17.05
plastic,mixed_plastic,8.46,3.81,0.7805,7,3,0.6588,Nairobi,household,good,13.81
plastic,mixed_plastic,65.79,12.02,0.6217,2,1,0.221,Nairobi,industrial,fair,11.51
textile,industrial_textile,27.93,1.78,0.8081,8,2,0.6066,Mombasa,industrial,good,8.99
metal,aluminum,41.06,7.22,0.6901,7,2,0.5751,Mombasa,commercial,fair,105.52
e_waste,cables,23.35,14.66,0.7381,7,1,0.2521,Nairobi,household,good,65.81
textile,industrial_textile,20.95,0.84,0.6217,12,0,0.087,Nairobi,industrial,fair,7.0
organic,garden_waste,15.65,2.97,0.339,12,3,0.3873,Nairobi,household,poor,5.14
paper,newspaper,23.08,0.21,0.3272,12,5,0.4794,Kisumu,commercial,poor,5.22
metal,copper,26.37,0.72,0.8527,11,2,0.7664,Nairobi,commercial,excellent,599.25
paper,cardboard,33.51,5.56,0.7273,2,3,0.4282,Kisumu,dump_site,good,10.93
paper,office_paper,6.41,8.46,0.797,6,6,0.5651,Nairobi,household,good,14.68
metal,steel,6.21,7.53,0.6607,1,5,0.5572,Nairobi,household,fair,21.95
paper,newspaper,53.43,1.68,0.86,9,6,0.488,Kisumu,household,excellent,9.12
organic,garden_waste,22.89,0.22,0.6765,4,3,0.5649,Eldoret,dump_site,fair,5.1
paper,newspaper,51.86,2.14,0.7723,1,0,0.7158,Nairobi,commercial,good,11.04
paper,mixed_paper,139.27,2.42,0.577,3,4,0.8081,Nairobi,industrial,fair,10.19
organic,garden_waste,13.61,4.48,0.6885,10,1,0.5973,Kisumu,household,fair,6.31
plastic,PET,61.83,4.65,0.7221,3,4,0.4045,Mombasa,industrial,good,33.13
glass,colored_glass,35.28,0.95,0.9137,2,4,0.6618,Nairobi,commercial,excellent,8.54
plastic,PET,10.52,9.81,0.7611,8,5,0.5843,Nairobi,dump_site,good,30.63
plastic,PP,31.53,0.24,0.5006,5,1,0.6392,Nairobi,dump_site,fair,11.64
plastic,PP,8.69,11.85,0.5831,4,2,0.3387,Nairobi,industrial,fair,15.04
metal,tin,44.86,6.08,0.7032,2,3,0.4448,Mombasa,household,good,19.3
metal,aluminum,86.37,3.86,0.6901,8,1,0.3657,Nairobi,industrial,fair,141.02
glass,clear_glass,21.71,5.67,0.5094,4,0,0.4156,Mombasa,dump_site,fair,5.38
paper,cardboard,15.81,3.63,0.6617,3,2,0.5575,Kisumu,industrial,fair,12.91
e_waste,phones,4.66,2.37,0.6188,10,4,0.474,Nairobi,commercial,fair,106.63
e_waste,cables,9.54,13.17,0.4157,3,6,0.3969,Nakuru,industrial,poor,49.79
plastic,PP,1.38,8.76,0.4528,6,4,0.5504,Kisumu,household,poor,9.23
paper,newspaper,5.95,3.57,0.8365,3,5,0.6466,Eldoret,commercial,good,9.35
plastic,PET,5.6,7.2,0.6137,10,4,0.3621,Kisumu,household,fair,18.9
textile,clothes,14.55,9.39,0.6589,8,1,0.5191,Nairobi,commercial,fair,15.22
metal,aluminum,40.02,2.29,0.9723,10,1,0.2989,Nakuru,commercial,excellent,112.32
plastic,PET,38.78,9.95,0.8934,3,3,0.379,Nairobi,household,excellent,34.84
glass,clear_glass,9.38,5.99,0.8412,2,0,0.2639,Nakuru,commercial,good,7.31
e_waste,mixed_ewaste,8.94,10.07,0.5431,1,6,0.3763,Nairobi,dump_site,fair,45.51
e_waste,cables,2.31,6.94,0.5879,2,2,0.8111,Mombasa,commercial,fair,57.17
metal,brass,78.83,16.7,0.7718,1,2,0.5629,Kisumu,household,good,233.22
glass,clear_glass,37.68,4.19,0.2987,9,1,0.6977,Nairobi,household,poor,6.57
e_waste,phones,3.32,5.13,0.8117,10,5,0.533,Nakuru,household,good,84.09
plastic,mixed_plastic,10.13,6.53,0.9511,11,0,0.2931,Eldoret,industrial,excellent,11.07
plastic,PP,39.97,0.96,0.8138,5,6,0.3992,Eldoret,industrial,good,15.02
paper,mixed_paper,11.7,5.09,0.6225,8,3,0.43,Nairobi,commercial,fair,7.85
textile,industrial_textile,46.57,3.08,0.457,1,2,0.6622,Nairobi,industrial,poor,8.31
textile,clothes,24.22,3.12,0.8099,8,0,0.3225,Eldoret,commercial,good,12.26
metal,steel,4.89,20.54,0.6235,1,2,0.7728,Nairobi,industrial,fair,26.71
plastic,PP,41.61,3.22,0.8137,2,0,0.9458,Kisumu,household,good,18.15
plastic,PET,2.09,3.77,0.2684,7,6,0.6894,Kisumu,commercial,poor,17.55
metal,aluminum,58.96,17.49,0.8673,4,3,0.4226,Mombasa,industrial,excellent,100.77
metal,aluminum,14.89,6.47,0.6064,7,6,0.2769,Nairobi,household,fair,84.24
paper,mixed_paper,7.63,8.31,0.9757,12,3,0.7218,Nairobi,household,excellent,8.88
rubber,tyres,21.31,4.58,0.9242,11,0,0.5302,Nairobi,industrial,excellent,27.26
e_waste,cables,12.08,22.0,0.5889,12,5,0.5479,Nairobi,commercial,fair,61.12
paper,mixed_paper,11.9,10.62,0.7647,6,1,0.7045,Nairobi,commercial,good,7.63
paper,mixed_paper,21.51,2.6,0.9336,8,5,0.3991,Nairobi,household,excellent,9.81
plastic,PP,6.2,16.54,0.6155,5,6,0.2675,Nairobi,commercial,fair,11.49
plastic,PET,8.71,0.65,0.8153,2,1,0.523,Mombasa,dump_site,good,25.16
rubber,tyres,1.04,3.5,0.5688,3,5,0.7416,Nairobi,household,fair,16.64
e_waste,computers,23.65,0.54,0.9528,5,5,0.405,Eldoret,dump_site,excellent,66.62
plastic,HDPE,6.36,2.6,0.8359,12,3,0.8183,Nairobi,dump_site,good,24.38
e_waste,phones,5.66,9.91,0.7132,12,5,0.6448,Nakuru,commercial,good,84.22
e_waste,computers,14.55,1.74,0.4953,11,0,0.4892,Nairobi,dump_site,poor,60.05
plastic,HDPE,5.71,4.05,0.6861,11,6,0.5907,Nairobi,commercial,fair,22.99
textile,industrial_textile,10.36,8.76,0.3836,1,4,0.7045,Nairobi,household,poor,4.99
plastic,PP,0.83,3.89,0.3501,10,1,0.6581,Nairobi,household,poor,11.55
paper,mixed_paper,15.2,1.25,0.6925,11,6,0.7373,Mombasa,household,fair,7.25
paper,office_paper,27.42,0.25,0.6806,11,4,0.5384,Eldoret,household,fair,10.0
plastic,PP,43.15,2.32,0.6511,9,5,0.6079,Mombasa,household,fair,15.99
metal,aluminum,31.3,3.27,0.5267,6,0,0.8009,Nairobi,commercial,fair,107.33
e_waste,batteries,2.25,15.56,0.5157,4,4,0.6774,Nairobi,dump_site,fair,28.39
plastic,HDPE,1.81,3.19,0.5034,6,3,0.4562,Nairobi,commercial,fair,20.37
plastic,PET,52.16,22.02,0.3012,9,1,0.4209,Nakuru,commercial,poor,16.77
metal,brass,12.03,19.47,0.6661,12,0,0.6731,Nakuru,industrial,fair,207.1
metal,aluminum,31.13,15.07,0.9197,9,4,0.509,Nairobi,commercial,excellent,130.55
metal,aluminum,0.97,0.55,0.5692,8,5,0.7208,Nairobi,household,fair,95.09
plastic,PP,96.29,1.74,0.4909,5,1,0.5348,Nairobi,industrial,poor,15.03
e_waste,cables,37.53,3.03,0.8123,7,4,0.5704,Kisumu,industrial,good,95.46
plastic,HDPE,20.92,4.4,0.9029,2,2,0.2293,Mombasa,commercial,excellent,27.01
paper,mixed_paper,6.75,2.05,0.7012,1,0,0.2998,Nairobi,household,good,7.54
metal,brass,71.75,1.49,0.8931,2,3,0.5019,Nairobi,commercial,excellent,405.31
textile,clothes,29.41,5.53,0.8406,12,5,0.4014,Nairobi,industrial,good,17.09
metal,steel,34.19,1.73,0.8408,11,5,0.3651,Nakuru,industrial,good,25.27
plastic,PP,1.5,2.07,0.7335,2,3,0.4912,Nairobi,household,good,17.65
rubber,mixed_rubber,24.7,1.2,0.7244,10,1,0.4747,Nairobi,household,good,12.73
e_waste,phones,19.49,10.64,0.9543,1,0,0.6369,Nakuru,household,excellent,105.45
metal,tin,9.83,4.58,0.8158,3,2,0.5391,Nairobi,household,good,21.41
e_waste,phones,37.07,0.64,0.8079,10,3,0.4568,Nairobi,commercial,good,123.06
paper,office_paper,7.6,2.71,0.8584,8,4,0.5095,Nairobi,commercial,excellent,22.36
glass,clear_glass,6.27,0.39,0.5826,8,5,0.4171,Nairobi,commercial,fair,9.01
plastic,PVC,19.31,20.23,0.7674,3,1,0.5953,Nairobi,industrial,good,9.98
plastic,HDPE,20.01,5.78,0.9008,12,3,0.5305,Mombasa,household,excellent,24.41
plastic,PVC,11.49,1.39,0.8978,9,0,0.4035,Kisumu,household,excellent,8.05
plastic,PVC,29.36,2.41,0.8943,11,3,0.5754,Nakuru,commercial,excellent,9.29
plastic,HDPE,31.51,2.69,0.5872,3,4,0.2588,Nairobi,dump_site,fair,19.58
glass,mixed_glass,6.49,4.92,0.7996,3,3,0.3057,Nairobi,dump_site,good,3.82
paper,newspaper,2.36,2.0,0.7723,10,1,0.3717,Nairobi,industrial,good,9.82
plastic,PET,17.19,22.5,0.826,5,0,0.7227,Nairobi,dump_site,good,24.69
plastic,PVC,25.95,11.32,0.7939,5,3,0.7487,Nairobi,industrial,good,9.21
plastic,PET,6.64,1.15,0.9458,4,0,0.4635,Nairobi,household,excellent,34.03
textile,industrial_textile,56.89,1.02,0.7855,3,5,0.3502,Nakuru,commercial,good,7.0
rubber,tyres,21.07,12.36,0.7468,3,6,0.4274,Nairobi,household,good,18.78
rubber,tyres,52.75,4.58,0.559,5,2,0.3422,Nairobi,commercial,fair,17.06
organic,garden_waste,38.25,3.38,0.5927,7,2,0.5174,Mombasa,household,fair,7.03
plastic,HDPE,8.28,9.15,0.5552,1,0,0.4512,Nairobi,commercial,fair,25.67
paper,newspaper,89.19,3.94,0.9032,11,3,0.2092,Nairobi,commercial,excellent,9.2
organic,garden_waste,121.39,2.1,0.391,3,1,0.4106,Kisumu,dump_site,poor,4.61
metal,brass,17.8,3.93,0.2864,8,3,0.6951,Kisumu,industrial,poor,218.59
metal,steel,1.56,19.12,0.701,4,0,0.4878,Kisumu,commercial,good,18.49
plastic,PET,45.71,0.77,0.7329,10,1,0.2515,Nakuru,dump_site,good,20.01
glass,colored_glass,21.85,8.35,0.7037,11,6,0.6056,Nairobi,commercial,good,5.88
glass,clear_glass,36.73,4.72,0.8272,6,0,0.4951,Kisumu,household,good,7.02
metal,steel,11.05,1.31,0.698,5,5,0.356,Kisumu,household,fair,19.19
